,sd
83066,"{'ALEKSANDRPRUDNIKOV|BIRTHDATE|1989-02-24', 'ALEKSANDRPRUDNIKOV|CLUB|FCKUBANKRASNODAR', 'ALEKSANDRPRUDNIKOV|CLUB|FCDYNAMOMOSCOW', 'ALEKSANDRPRUDNIKOV|HEIGHT|185.0(CENTIMETRES)'}"
83068,"{'ALEKSANDRPRUDNIKOV|BIRTHDATE|1989-02-24', 'ALEKSANDRPRUDNIKOV|CLUB|FCKUBANKRASNODAR', 'ALEKSANDRPRUDNIKOV|CLUB|FCDYNAMOMOSCOW', 'ALEKSANDRPRUDNIKOV|HEIGHT|185.0(CENTIMETRES)'}"
83070,"{'ALEKSANDRPRUDNIKOV|BIRTHDATE|1989-02-24', 'ALEKSANDRPRUDNIKOV|CLUB|FCRUBINKAZAN', 'ALEKSANDRPRUDNIKOV|CLUB|FCSPARTAKMOSCOW', 'ALEKSANDRPRUDNIKOV|HEIGHT|185.0(CENTIMETRES)'}"
83072,"{'ALEKSANDRPRUDNIKOV|BIRTHDATE|1989-02-24', 'ALEKSANDRPRUDNIKOV|CLUB|FCRUBINKAZAN', 'ALEKSANDRPRUDNIKOV|CLUB|FCSPARTAKMOSCOW', 'ALEKSANDRPRUDNIKOV|HEIGHT|185.0(CENTIMETRES)'}"
83074,"{'ALEKSANDRPRUDNIKOV|BIRTHDATE|1989-02-24', 'ALEKSANDRPRUDNIKOV|CLUB|FCRUBINKAZAN', 'ALEKSANDRPRUDNIKOV|CLUB|FCSPARTAKMOSCOW', 'ALEKSANDRPRUDNIKOV|HEIGHT|185.0(CENTIMETRES)'}"
83076,"{'ALEKSANDREGURULI|BIRTHPLACE|BATUMI', 'ALEKSANDREGURULI|CLUB|FCKARPATYLVIV', 'ALEKSANDREGURULI|HEIGHT|178.0(CENTIMETRES)', 'ALEKSANDREGURULI|CLUB|FCZESTAFONI'}"
83078,"{'ALEKSANDREGURULI|BIRTHPLACE|BATUMI', 'ALEKSANDREGURULI|CLUB|FCKARPATYLVIV', 'ALEKSANDREGURULI|HEIGHT|178.0(CENTIMETRES)', 'ALEKSANDREGURULI|CLUB|FCZESTAFONI'}"
83080,"{'ALEKSANDREGURULI|BIRTHPLACE|BATUMI', 'ALEKSANDREGURULI|CLUB|FCKARPATYLVIV', 'ALEKSANDREGURULI|HEIGHT|178.0(CENTIMETRES)', 'ALEKSANDREGURULI|CLUB|FCZESTAFONI'}"
83082,"{'ALEXPLANTE|CLUB|ANYANGHALLA', 'ALEXPLANTE|BIRTHDATE|1989-05-09', 'ALEXPLANTE|BIRTHPLACE|CANADA', 'ALEXPLANTE|BIRTHYEAR|1989'}"
83084,"{'ALEXPLANTE|CLUB|ANYANGHALLA', 'ALEXPLANTE|BIRTHDATE|1989-05-09', 'ALEXPLANTE|BIRTHPLACE|CANADA', 'ALEXPLANTE|BIRTHYEAR|1989'}"
83086,"{'ALEXPLANTE|CLUB|ANYANGHALLA', 'ALEXPLANTE|BIRTHDATE|1989-05-09', 'ALEXPLANTE|BIRTHPLACE|CANADA', 'ALEXPLANTE|BIRTHYEAR|1989'}"
83088,"{'ALEXPLANTE|CLUB|ANYANGHALLA', 'ALEXPLANTE|BIRTHPLACE|CANADA', 'ALEXPLANTE|HEIGHT|1.9304', 'ALEXPLANTE|BIRTHYEAR|1989'}"
83090,"{'ALEXPLANTE|CLUB|ANYANGHALLA', 'ALEXPLANTE|BIRTHPLACE|CANADA', 'ALEXPLANTE|HEIGHT|1.9304', 'ALEXPLANTE|BIRTHYEAR|1989'}"
83092,"{'ALEXPLANTE|CLUB|ANYANGHALLA', 'ALEXPLANTE|BIRTHPLACE|CANADA', 'ALEXPLANTE|HEIGHT|1.9304', 'ALEXPLANTE|BIRTHYEAR|1989'}"
83094,"{'CANADA|LANGUAGE|INUKTITUT', 'AARONBOOGAARD|BIRTHPLACE|CANADA', 'CANADA|LEADERNAME|ELIZABETHII', 'CANADA|ANTHEM|OCANADA'}"
83096,"{'CANADA|LANGUAGE|INUKTITUT', 'AARONBOOGAARD|BIRTHPLACE|CANADA', 'CANADA|LEADERNAME|ELIZABETHII', 'CANADA|ANTHEM|OCANADA'}"
83098,"{'CANADA|LANGUAGE|INUKTITUT', 'AARONBOOGAARD|BIRTHPLACE|CANADA', 'CANADA|LEADERNAME|ELIZABETHII', 'CANADA|ANTHEM|OCANADA'}"
83100,"{'CANADA|ETHNICGROUP|ASIANCANADIANS', 'AARONBOOGAARD|BIRTHPLACE|CANADA', 'CANADA|LEADERNAME|ELIZABETHII', 'CANADA|ANTHEM|OCANADA'}"
83102,"{'CANADA|ETHNICGROUP|ASIANCANADIANS', 'AARONBOOGAARD|BIRTHPLACE|CANADA', 'CANADA|LEADERNAME|ELIZABETHII', 'CANADA|ANTHEM|OCANADA'}"
83104,"{'CANADA|ETHNICGROUP|ASIANCANADIANS', 'AARONBOOGAARD|BIRTHPLACE|CANADA', 'CANADA|LEADERNAME|ELIZABETHII', 'CANADA|ANTHEM|OCANADA'}"
83106,"{'ALEKSANDRPRUDNIKOV|CLUB|FCKUBANKRASNODAR', 'FCTEREKGROZNY|MANAGER|RASHIDRAKHIMOV', 'ALEKSANDRPRUDNIKOV|CLUB|FCTEREKGROZNY', 'FCTEREKGROZNY|GROUND|GROZNY'}"
83108,"{'ALEKSANDRPRUDNIKOV|CLUB|FCKUBANKRASNODAR', 'FCTEREKGROZNY|MANAGER|RASHIDRAKHIMOV', 'ALEKSANDRPRUDNIKOV|CLUB|FCTEREKGROZNY', 'FCTEREKGROZNY|GROUND|GROZNY'}"
83110,"{'ALEKSANDRPRUDNIKOV|CLUB|FCKUBANKRASNODAR', 'FCTEREKGROZNY|MANAGER|RASHIDRAKHIMOV', 'ALEKSANDRPRUDNIKOV|CLUB|FCTEREKGROZNY', 'FCTEREKGROZNY|GROUND|GROZNY'}"
83112,"{'AKEEMDENT|FORMERTEAM|HOUSTONTEXANS', 'HOUSTONTEXANS|CITY|TEXAS', 'AKEEMDENT|DEBUTTEAM|ATLANTAFALCONS', 'HOUSTONTEXANS|CITY|HOUSTON'}"
83114,"{'AKEEMDENT|FORMERTEAM|HOUSTONTEXANS', 'HOUSTONTEXANS|CITY|TEXAS', 'AKEEMDENT|DEBUTTEAM|ATLANTAFALCONS', 'HOUSTONTEXANS|CITY|HOUSTON'}"
83116,"{'AKEEMDENT|FORMERTEAM|HOUSTONTEXANS', 'HOUSTONTEXANS|CITY|TEXAS', 'AKEEMDENT|DEBUTTEAM|ATLANTAFALCONS', 'HOUSTONTEXANS|CITY|HOUSTON'}"
83118,"{'ABELHERNANDEZ|YOUTHCLUB|PENAROL', 'PENAROL|LEAGUE|URUGUAYANPRIMERADIVISION', 'ABELHERNANDEZ|CLUB|HULLCITYA.F.C.', 'HULLCITYA.F.C.|MANAGER|STEVEBRUCE'}"
83120,"{'ABELHERNANDEZ|YOUTHCLUB|PENAROL', 'PENAROL|LEAGUE|URUGUAYANPRIMERADIVISION', 'ABELHERNANDEZ|CLUB|HULLCITYA.F.C.', 'HULLCITYA.F.C.|MANAGER|STEVEBRUCE'}"
83122,"{'ABELHERNANDEZ|YOUTHCLUB|PENAROL', 'PENAROL|LEAGUE|URUGUAYANPRIMERADIVISION', 'ABELHERNANDEZ|CLUB|HULLCITYA.F.C.', 'HULLCITYA.F.C.|MANAGER|STEVEBRUCE'}"
83124,"{'103COLMOREROW|LOCATION|BIRMINGHAM', '103COLMOREROW|COMPLETIONDATE|1976', '103COLMOREROW|FLOORCOUNT|23', '103COLMOREROW|BUILDINGSTARTDATE|1973'}"
83126,"{'11DIAGONALSTREET|LOCATION|SOUTHAFRICA', 'SOUTHAFRICA|ETHNICGROUP|ASIANSOUTHAFRICANS', 'SOUTHAFRICA|ETHNICGROUP|COLOURED', 'SOUTHAFRICA|CAPITAL|CAPETOWN'}"
83128,"{'CLEVELAND|COUNTRY|UNITEDSTATES', 'CLEVELAND|ISPARTOF|CUYAHOGACOUNTY,OHIO', 'CLEVELAND|GOVERNINGBODY|CLEVELANDCITYCOUNCIL', '200PUBLICSQUARE|LOCATION|CLEVELAND'}"
83130,"{'CLEVELAND|COUNTRY|UNITEDSTATES', 'CLEVELAND|ISPARTOF|CUYAHOGACOUNTY,OHIO', 'CLEVELAND|GOVERNINGBODY|CLEVELANDCITYCOUNCIL', '200PUBLICSQUARE|LOCATION|CLEVELAND'}"
83132,"{'250DELAWAREAVENUE|LOCATION|BUFFALO,NEWYORK', '250DELAWAREAVENUE|FLOORAREA|30843.8(SQUAREMETRES)', '250DELAWAREAVENUE|COST|110MILLION(DOLLARS)', '250DELAWAREAVENUE|FLOORCOUNT|12'}"
83134,"{'250DELAWAREAVENUE|LOCATION|BUFFALO,NEWYORK', '250DELAWAREAVENUE|FLOORAREA|30843.8(SQUAREMETRES)', '250DELAWAREAVENUE|COST|110MILLION(DOLLARS)', '250DELAWAREAVENUE|FLOORCOUNT|12'}"
83136,"{'CHICAGO|LEADERNAME|RAHMEMANUEL', 'CHICAGO|COUNTRY|UNITEDSTATES', 'CHICAGO|ISPARTOF|COOKCOUNTY,ILLINOIS', '300NORTHLASALLE|LOCATION|CHICAGO'}"
83138,"{'CHICAGO|LEADERNAME|RAHMEMANUEL', 'CHICAGO|COUNTRY|UNITEDSTATES', 'CHICAGO|ISPARTOF|COOKCOUNTY,ILLINOIS', '300NORTHLASALLE|LOCATION|CHICAGO'}"
83140,"{'CHICAGO|LEADERNAME|RAHMEMANUEL', 'CHICAGO|COUNTRY|UNITEDSTATES', 'CHICAGO|ISPARTOF|COOKCOUNTY,ILLINOIS', '300NORTHLASALLE|LOCATION|CHICAGO'}"
83142,"{'300NORTHLASALLE|FLOORCOUNT|60', '300NORTHLASALLE|COMPLETIONDATE|2009', '300NORTHLASALLE|LOCATION|ILLINOIS', '300NORTHLASALLE|FLOORAREA|120770.0(SQUAREMETRES)'}"
83144,"{'300NORTHLASALLE|FLOORCOUNT|60', '300NORTHLASALLE|COMPLETIONDATE|2009', '300NORTHLASALLE|LOCATION|ILLINOIS', '300NORTHLASALLE|FLOORAREA|120770.0(SQUAREMETRES)'}"
83146,"{'300NORTHLASALLE|FLOORCOUNT|60', '300NORTHLASALLE|COMPLETIONDATE|2009', '300NORTHLASALLE|LOCATION|ILLINOIS', '300NORTHLASALLE|FLOORAREA|120770.0(SQUAREMETRES)'}"
83148,"{'DUBLIN|ISPARTOF|REPUBLICOFIRELAND', '3ARENA|OWNER|LIVENATIONENTERTAINMENT', 'DUBLIN|ISPARTOF|LEINSTER', '3ARENA|LOCATION|DUBLIN'}"
83150,"{'DUBLIN|ISPARTOF|REPUBLICOFIRELAND', '3ARENA|OWNER|LIVENATIONENTERTAINMENT', 'DUBLIN|ISPARTOF|LEINSTER', '3ARENA|LOCATION|DUBLIN'}"
83152,"{'ACHOTELBELLASKYCOPENHAGEN|LOCATION|COPENHAGEN', 'ACHOTELBELLASKYCOPENHAGEN|TENANT|MARRIOTTINTERNATIONAL', 'ACHOTELBELLASKYCOPENHAGEN|ARCHITECT|3XN', 'ACHOTELBELLASKYCOPENHAGEN|FLOORCOUNT|23'}"
83154,"{'ACHOTELBELLASKYCOPENHAGEN|LOCATION|COPENHAGEN', 'ACHOTELBELLASKYCOPENHAGEN|TENANT|MARRIOTTINTERNATIONAL', 'ACHOTELBELLASKYCOPENHAGEN|ARCHITECT|3XN', 'ACHOTELBELLASKYCOPENHAGEN|FLOORCOUNT|23'}"
83156,"{'ADAREMANOR|LOCATION|ADARE', 'ADAREMANOR|LOCATION|COUNTYLIMERICK', 'COUNTYLIMERICK|GOVERNMENTTYPE|LIMERICKCITYANDCOUNTYCOUNCIL', 'COUNTYLIMERICK|ISPARTOF|MUNSTER'}"
83158,"{'ADAREMANOR|LOCATION|ADARE', 'ADAREMANOR|LOCATION|COUNTYLIMERICK', 'COUNTYLIMERICK|GOVERNMENTTYPE|LIMERICKCITYANDCOUNTYCOUNCIL', 'COUNTYLIMERICK|ISPARTOF|MUNSTER'}"
83160,"{'ADAREMANOR|LOCATION|ADARE', 'ADAREMANOR|LOCATION|COUNTYLIMERICK', 'COUNTYLIMERICK|GOVERNMENTTYPE|LIMERICKCITYANDCOUNTYCOUNCIL', 'COUNTYLIMERICK|ISPARTOF|MUNSTER'}"
83162,"{'AKITAMUSEUMOFART|COUNTRY|JAPAN', 'AKITAMUSEUMOFART|LOCATION|AKITA,AKITA', 'JAPAN|ETHNICGROUP|BRAZILIANSINJAPAN', 'AKITA,AKITA|ISPARTOF|AKITAPREFECTURE'}"
83164,"{'AKITAMUSEUMOFART|COUNTRY|JAPAN', 'AKITAMUSEUMOFART|LOCATION|AKITA,AKITA', 'JAPAN|ETHNICGROUP|BRAZILIANSINJAPAN', 'AKITA,AKITA|ISPARTOF|AKITAPREFECTURE'}"
83166,"{'AKITAMUSEUMOFART|COUNTRY|JAPAN', 'AKITAMUSEUMOFART|LOCATION|AKITA,AKITA', 'JAPAN|ETHNICGROUP|BRAZILIANSINJAPAN', 'AKITA,AKITA|ISPARTOF|AKITAPREFECTURE'}"
83168,"{'JAPAN|ETHNICGROUP|FILIPINOSINJAPAN', 'AKITAMUSEUMOFART|COUNTRY|JAPAN', 'AKITAMUSEUMOFART|LOCATION|AKITA,AKITA', 'AKITA,AKITA|ISPARTOF|AKITAPREFECTURE'}"
83170,"{'JAPAN|ETHNICGROUP|FILIPINOSINJAPAN', 'AKITAMUSEUMOFART|COUNTRY|JAPAN', 'AKITAMUSEUMOFART|LOCATION|AKITA,AKITA', 'AKITA,AKITA|ISPARTOF|AKITAPREFECTURE'}"
83172,"{'JAPAN|ETHNICGROUP|FILIPINOSINJAPAN', 'AKITAMUSEUMOFART|COUNTRY|JAPAN', 'AKITAMUSEUMOFART|LOCATION|AKITA,AKITA', 'AKITA,AKITA|ISPARTOF|AKITAPREFECTURE'}"
83174,"{'JAPAN|ETHNICGROUP|VIETNAMESEPEOPLEINJAPAN', 'AKITAMUSEUMOFART|COUNTRY|JAPAN', 'AKITAMUSEUMOFART|LOCATION|AKITA,AKITA', 'AKITAMUSEUMOFART|LOCATION|AKITAPREFECTURE'}"
83176,"{'JAPAN|ETHNICGROUP|VIETNAMESEPEOPLEINJAPAN', 'AKITAMUSEUMOFART|COUNTRY|JAPAN', 'AKITAMUSEUMOFART|LOCATION|AKITA,AKITA', 'AKITAMUSEUMOFART|LOCATION|AKITAPREFECTURE'}"
83178,"{'JAPAN|ETHNICGROUP|VIETNAMESEPEOPLEINJAPAN', 'AKITAMUSEUMOFART|COUNTRY|JAPAN', 'AKITAMUSEUMOFART|LOCATION|AKITA,AKITA', 'AKITAMUSEUMOFART|LOCATION|AKITAPREFECTURE'}"
83180,"{'AKITAMUSEUMOFART|COUNTRY|JAPAN', 'AKITAMUSEUMOFART|LOCATION|AKITA,AKITA', 'JAPAN|ETHNICGROUP|BRAZILIANSINJAPAN', 'AKITAMUSEUMOFART|LOCATION|AKITAPREFECTURE'}"
83182,"{'AKITAMUSEUMOFART|COUNTRY|JAPAN', 'AKITAMUSEUMOFART|LOCATION|AKITA,AKITA', 'JAPAN|ETHNICGROUP|BRAZILIANSINJAPAN', 'AKITAMUSEUMOFART|LOCATION|AKITAPREFECTURE'}"
83184,"{'ALANB.MILLERHALL|LOCATION|WILLIAMSBURG,VIRGINIA', 'ALANB.MILLERHALL|OWNER|COLLEGEOFWILLIAM&MARY', 'ALANB.MILLERHALL|ADDRESS|101UKROPWAY', 'ALANB.MILLERHALL|COMPLETIONDATE|1JUNE2009'}"
83186,"{'ALANB.MILLERHALL|LOCATION|WILLIAMSBURG,VIRGINIA', 'ALANB.MILLERHALL|OWNER|COLLEGEOFWILLIAM&MARY', 'ALANB.MILLERHALL|ADDRESS|101UKROPWAY', 'ALANB.MILLERHALL|COMPLETIONDATE|1JUNE2009'}"
83188,"{'ALANB.MILLERHALL|LOCATION|WILLIAMSBURG,VIRGINIA', 'ALANB.MILLERHALL|OWNER|COLLEGEOFWILLIAM&MARY', 'ALANB.MILLERHALL|ADDRESS|101UKROPWAY', 'ALANB.MILLERHALL|COMPLETIONDATE|1JUNE2009'}"
83190,"{'AMDAVADNIGUFA|LOCATION|GUJARAT', 'INDIA|LEADERNAME|NARENDRAMODI', 'INDIA|LEADERNAME|SUMITRAMAHAJAN', 'AMDAVADNIGUFA|COUNTRY|INDIA'}"
83192,"{'AMDAVADNIGUFA|LOCATION|GUJARAT', 'INDIA|LEADERNAME|NARENDRAMODI', 'INDIA|LEADERNAME|SUMITRAMAHAJAN', 'AMDAVADNIGUFA|COUNTRY|INDIA'}"
83194,"{'ASILOMARCONFERENCEGROUNDS|LOCATION|PACIFICGROVE,CALIFORNIA', 'ASILOMARCONFERENCEGROUNDS|YEAROFCONSTRUCTION|1913', 'ASILOMARCONFERENCEGROUNDS|REFERENCENUMBERINTHENATIONALREGISTEROFHISTORICPLACES|87000823', 'ASILOMARCONFERENCEGROUNDS|ADDEDTOTHENATIONALREGISTEROFHISTORICPLACES|1987-02-27'}"
83196,"{'ASILOMARCONFERENCEGROUNDS|LOCATION|PACIFICGROVE,CALIFORNIA', 'ASILOMARCONFERENCEGROUNDS|YEAROFCONSTRUCTION|1913', 'ASILOMARCONFERENCEGROUNDS|REFERENCENUMBERINTHENATIONALREGISTEROFHISTORICPLACES|87000823', 'ASILOMARCONFERENCEGROUNDS|ADDEDTOTHENATIONALREGISTEROFHISTORICPLACES|1987-02-27'}"
83198,"{'ASILOMARCONFERENCEGROUNDS|LOCATION|PACIFICGROVE,CALIFORNIA', 'ASILOMARCONFERENCEGROUNDS|YEAROFCONSTRUCTION|1913', 'ASILOMARCONFERENCEGROUNDS|REFERENCENUMBERINTHENATIONALREGISTEROFHISTORICPLACES|87000823', 'ASILOMARCONFERENCEGROUNDS|ADDEDTOTHENATIONALREGISTEROFHISTORICPLACES|1987-02-27'}"
83200,"{'ASSERLEVYPUBLICBATHS|ADDEDTOTHENATIONALREGISTEROFHISTORICPLACES|1980-04-23', 'ASSERLEVYPUBLICBATHS|LOCATION|AVENUEA(MANHATTAN)', 'ASSERLEVYPUBLICBATHS|REFERENCENUMBERINTHENATIONALREGISTEROFHISTORICPLACES|80002709', 'ASSERLEVYPUBLICBATHS|YEAROFCONSTRUCTION|1904'}"
83202,"{'ASSERLEVYPUBLICBATHS|ADDEDTOTHENATIONALREGISTEROFHISTORICPLACES|1980-04-23', 'ASSERLEVYPUBLICBATHS|LOCATION|AVENUEA(MANHATTAN)', 'ASSERLEVYPUBLICBATHS|REFERENCENUMBERINTHENATIONALREGISTEROFHISTORICPLACES|80002709', 'ASSERLEVYPUBLICBATHS|YEAROFCONSTRUCTION|1904'}"
83204,"{'NEWYORKCITY|ISPARTOF|MANHATTAN', 'MANHATTAN|LEADERNAME|CYRUSVANCE,JR.', 'ASSERLEVYPUBLICBATHS|LOCATION|NEWYORKCITY', 'NEWYORKCITY|ISPARTOF|BROOKLYN'}"
83206,"{'NEWYORKCITY|ISPARTOF|MANHATTAN', 'MANHATTAN|LEADERNAME|CYRUSVANCE,JR.', 'ASSERLEVYPUBLICBATHS|LOCATION|NEWYORKCITY', 'NEWYORKCITY|ISPARTOF|BROOKLYN'}"
83208,"{'NEWYORKCITY|ISPARTOF|MANHATTAN', 'MANHATTAN|LEADERNAME|CYRUSVANCE,JR.', 'ASSERLEVYPUBLICBATHS|LOCATION|NEWYORKCITY', 'NEWYORKCITY|ISPARTOF|BROOKLYN'}"
83210,"{'NEWYORKCITY|ISPARTOF|MANHATTAN', 'NEWYORKCITY|COUNTRY|UNITEDSTATES', 'MANHATTAN|LEADERNAME|GALEBREWER', 'ASSERLEVYPUBLICBATHS|LOCATION|NEWYORKCITY'}"
83212,"{'NEWYORKCITY|ISPARTOF|MANHATTAN', 'NEWYORKCITY|COUNTRY|UNITEDSTATES', 'MANHATTAN|LEADERNAME|GALEBREWER', 'ASSERLEVYPUBLICBATHS|LOCATION|NEWYORKCITY'}"
83214,"{'JOHNMADIN|BIRTHPLACE|BIRMINGHAM', 'BIRMINGHAM|POSTALCODE|BPOSTCODEAREA', 'BIRMINGHAM|LEADERNAME|ANDREWMITCHELL', '103COLMOREROW|ARCHITECT|JOHNMADIN'}"
83216,"{'JOHNMADIN|BIRTHPLACE|BIRMINGHAM', 'BIRMINGHAM|POSTALCODE|BPOSTCODEAREA', 'BIRMINGHAM|LEADERNAME|ANDREWMITCHELL', '103COLMOREROW|ARCHITECT|JOHNMADIN'}"
83218,"{'JOHNMADIN|BIRTHPLACE|BIRMINGHAM', 'BIRMINGHAM|POSTALCODE|BPOSTCODEAREA', 'BIRMINGHAM|LEADERNAME|LABOURPARTY(UK)', '103COLMOREROW|ARCHITECT|JOHNMADIN'}"
83220,"{'JOHNMADIN|BIRTHPLACE|BIRMINGHAM', 'BIRMINGHAM|POSTALCODE|BPOSTCODEAREA', 'BIRMINGHAM|LEADERNAME|LABOURPARTY(UK)', '103COLMOREROW|ARCHITECT|JOHNMADIN'}"
83222,"{'AMDAVADNIGUFA|LOCATION|GUJARAT', 'INDIA|LEADERNAME|SUMITRAMAHAJAN', 'AMDAVADNIGUFA|COUNTRY|INDIA', 'GUJARAT|LEADERNAME|ANANDIBENPATEL'}"
83224,"{'AMDAVADNIGUFA|LOCATION|GUJARAT', 'INDIA|LEADERNAME|SUMITRAMAHAJAN', 'AMDAVADNIGUFA|COUNTRY|INDIA', 'GUJARAT|LEADERNAME|ANANDIBENPATEL'}"
83226,"{'INDIA|LEADERNAME|T.S.THAKUR', 'AMDAVADNIGUFA|LOCATION|GUJARAT', 'INDIA|LEADERNAME|NARENDRAMODI', 'AMDAVADNIGUFA|COUNTRY|INDIA'}"
83228,"{'INDIA|LEADERNAME|T.S.THAKUR', 'AMDAVADNIGUFA|LOCATION|GUJARAT', 'INDIA|LEADERNAME|NARENDRAMODI', 'AMDAVADNIGUFA|COUNTRY|INDIA'}"
83230,"{'AKITAMUSEUMOFART|LOCATION|AKITAPREFECTURE', 'AKITAPREFECTURE|COUNTRY|JAPAN', 'JAPAN|ETHNICGROUP|BRAZILIANSINJAPAN', 'AKITAMUSEUMOFART|LOCATION|AKITA,AKITA'}"
83232,"{'AKITAMUSEUMOFART|LOCATION|AKITAPREFECTURE', 'AKITAPREFECTURE|COUNTRY|JAPAN', 'JAPAN|ETHNICGROUP|BRAZILIANSINJAPAN', 'AKITAMUSEUMOFART|LOCATION|AKITA,AKITA'}"
83234,"{'AKITAMUSEUMOFART|LOCATION|AKITAPREFECTURE', 'AKITAPREFECTURE|COUNTRY|JAPAN', 'JAPAN|ETHNICGROUP|BRAZILIANSINJAPAN', 'AKITAMUSEUMOFART|LOCATION|AKITA,AKITA'}"
83236,"{'UNITEDKINGDOM|CAPITAL|LONDON', 'UNITEDKINGDOM|LEADERNAME|ELIZABETHII', '20FENCHURCHSTREET|LOCATION|UNITEDKINGDOM', 'LONDON|LEADERTITLE|PARLIAMENTOFTHEUNITEDKINGDOM'}"
83238,"{'UNITEDKINGDOM|CAPITAL|LONDON', 'UNITEDKINGDOM|LEADERNAME|ELIZABETHII', '20FENCHURCHSTREET|LOCATION|UNITEDKINGDOM', 'LONDON|LEADERTITLE|PARLIAMENTOFTHEUNITEDKINGDOM'}"
83240,"{'UNITEDKINGDOM|CAPITAL|LONDON', 'UNITEDKINGDOM|LEADERNAME|ELIZABETHII', '20FENCHURCHSTREET|LOCATION|UNITEDKINGDOM', 'LONDON|LEADERTITLE|PARLIAMENTOFTHEUNITEDKINGDOM'}"
83242,"{'UNITEDSTATES|LEADERNAME|JOEBIDEN', 'UNITEDSTATES|LEADERTITLE|PRESIDENTOFTHEUNITEDSTATES', 'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE', '250DELAWAREAVENUE|LOCATION|UNITEDSTATES'}"
83244,"{'UNITEDSTATES|LEADERNAME|JOEBIDEN', 'UNITEDSTATES|LEADERTITLE|PRESIDENTOFTHEUNITEDSTATES', 'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE', '250DELAWAREAVENUE|LOCATION|UNITEDSTATES'}"
83246,"{'(19255)1994VK8|EPOCH|2006-12-31', '(19255)1994VK8|PERIAPSIS|6155910000000.0', '(19255)1994VK8|ORBITALPERIOD|8788850000.0', '(19255)1994VK8|APOAPSIS|6603633000.0(KILOMETRES)'}"
83248,"{'1000PIAZZIA|ORBITALPERIOD|488160.0', '1000PIAZZIA|EPOCH|2015-06-27', '1000PIAZZIA|ESCAPEVELOCITY|0.0252(KILOMETREPERSECONDS)', '1000PIAZZIA|PERIAPSIS|352497000000.0'}"
83250,"{'1000PIAZZIA|ORBITALPERIOD|488160.0', '1000PIAZZIA|EPOCH|2015-06-27', '1000PIAZZIA|ESCAPEVELOCITY|0.0252(KILOMETREPERSECONDS)', '1000PIAZZIA|PERIAPSIS|352497000000.0'}"
83252,"{'1000PIAZZIA|ORBITALPERIOD|488160.0', '1000PIAZZIA|EPOCH|2015-06-27', '1000PIAZZIA|ESCAPEVELOCITY|0.0252(KILOMETREPERSECONDS)', '1000PIAZZIA|PERIAPSIS|352497000000.0'}"
83254,"{'WALTERBAADE|BIRTHPLACE|GERMANEMPIRE', 'WALTERBAADE|ALMAMATER|UNIVERSITYOFGOTTINGEN', 'WALTERBAADE|DOCTORALSTUDENT|ALLANSANDAGE', '1036GANYMED|DISCOVERER|WALTERBAADE'}"
83256,"{'WALTERBAADE|BIRTHPLACE|GERMANEMPIRE', 'WALTERBAADE|ALMAMATER|UNIVERSITYOFGOTTINGEN', 'WALTERBAADE|DOCTORALSTUDENT|ALLANSANDAGE', '1036GANYMED|DISCOVERER|WALTERBAADE'}"
83258,"{'WALTERBAADE|ALMAMATER|UNIVERSITYOFGOTTINGEN', 'WALTERBAADE|DEATHPLACE|WESTGERMANY', '1036GANYMED|DISCOVERER|WALTERBAADE', 'WALTERBAADE|DOCTORALSTUDENT|HALTONARP'}"
83260,"{'WALTERBAADE|ALMAMATER|UNIVERSITYOFGOTTINGEN', 'WALTERBAADE|DEATHPLACE|WESTGERMANY', '1036GANYMED|DISCOVERER|WALTERBAADE', 'WALTERBAADE|DOCTORALSTUDENT|HALTONARP'}"
83262,"{'WALTERBAADE|ALMAMATER|UNIVERSITYOFGOTTINGEN', 'WALTERBAADE|DEATHPLACE|WESTGERMANY', '1036GANYMED|DISCOVERER|WALTERBAADE', 'WALTERBAADE|DOCTORALSTUDENT|HALTONARP'}"
83264,"{'JAMESCRAIGWATSON|DEATHPLACE|MADISON,WISCONSIN', 'JAMESCRAIGWATSON|DEATHCAUSE|PERITONITIS', '103HERA|DISCOVERER|JAMESCRAIGWATSON', 'JAMESCRAIGWATSON|ALMAMATER|UNIVERSITYOFMICHIGAN'}"
83266,"{'JAMESCRAIGWATSON|DEATHPLACE|MADISON,WISCONSIN', 'JAMESCRAIGWATSON|DEATHCAUSE|PERITONITIS', '103HERA|DISCOVERER|JAMESCRAIGWATSON', 'JAMESCRAIGWATSON|ALMAMATER|UNIVERSITYOFMICHIGAN'}"
83268,"{'JAMESCRAIGWATSON|DEATHPLACE|MADISON,WISCONSIN', 'JAMESCRAIGWATSON|DEATHCAUSE|PERITONITIS', '103HERA|DISCOVERER|JAMESCRAIGWATSON', 'JAMESCRAIGWATSON|ALMAMATER|UNIVERSITYOFMICHIGAN'}"
83270,"{'JAMESCRAIGWATSON|NATIONALITY|CANADA', '103HERA|DISCOVERER|JAMESCRAIGWATSON', '103HERA|APOAPSIS|437170000.0(KILOMETRES)', 'JAMESCRAIGWATSON|DEATHPLACE|MADISON,WISCONSIN'}"
