,sd
41902,"{'ALVISSPEED25|MANUFACTURER|ALVISCARANDENGINEERINGCOMPANY', 'ALVISCARANDENGINEERINGCOMPANY|FOUNDATIONPLACE|COVENTRY', 'ALVISCARANDENGINEERINGCOMPANY|SUCCESSOR|ROVERCOMPANY', 'ALVISSPEED25|ENGINE|STRAIGHT-SIXENGINE'}"
41903,"{'AMERICANSUBMARINENR-1|BUILDER|GENERALDYNAMICSELECTRICBOAT', 'AMERICANSUBMARINENR-1|TOPSPEED|8.334', 'AMERICANSUBMARINENR-1|SHIPLAUNCH|1969-01-25', 'AMERICANSUBMARINENR-1|SHIPBEAM|3.8M'}"
41904,"{'AMERICANSUBMARINENR-1|BUILDER|GENERALDYNAMICSELECTRICBOAT', 'AMERICANSUBMARINENR-1|TOPSPEED|8.334', 'AMERICANSUBMARINENR-1|SHIPLAUNCH|1969-01-25', 'AMERICANSUBMARINENR-1|SHIPBEAM|3.8M'}"
41905,"{'AMERICANSUBMARINENR-1|BUILDER|GENERALDYNAMICSELECTRICBOAT', 'AMERICANSUBMARINENR-1|TOPSPEED|8.334', 'AMERICANSUBMARINENR-1|SHIPLAUNCH|1969-01-25', 'AMERICANSUBMARINENR-1|SHIPBEAM|3.8M'}"
41906,"{'ANTARES(ROCKET)|FINALFLIGHT|2014-10-28', 'ANTARES(ROCKET)|MAIDENFLIGHT|2013-04-21', 'ANTARES(ROCKET)|MANUFACTURER|YUZHNOYEDESIGNOFFICE', 'ANTARES(ROCKET)|LAUNCHSITE|MID-ATLANTICREGIONALSPACEPORTLAUNCHPAD0'}"
41907,"{'ANTARES(ROCKET)|FINALFLIGHT|2014-10-28', 'ANTARES(ROCKET)|MAIDENFLIGHT|2013-04-21', 'ANTARES(ROCKET)|MANUFACTURER|YUZHNOYEDESIGNOFFICE', 'ANTARES(ROCKET)|LAUNCHSITE|MID-ATLANTICREGIONALSPACEPORTLAUNCHPAD0'}"
41908,"{'ANTARES(ROCKET)|FINALFLIGHT|2014-10-28', 'ANTARES(ROCKET)|MAIDENFLIGHT|2013-04-21', 'ANTARES(ROCKET)|MANUFACTURER|YUZHNOYEDESIGNOFFICE', 'ANTARES(ROCKET)|LAUNCHSITE|MID-ATLANTICREGIONALSPACEPORTLAUNCHPAD0'}"
41909,"{'ANTARES(ROCKET)|MAIDENFLIGHT|2013-04-21', 'ANTARES(ROCKET)|FINALFLIGHT|2013-09-18', 'ANTARES(ROCKET)|MANUFACTURER|YUZHNOYEDESIGNOFFICE', 'ANTARES(ROCKET)|LAUNCHSITE|MID-ATLANTICREGIONALSPACEPORTLAUNCHPAD0'}"
41910,"{'ASTONMARTINV8|SUCCESSOR|ASTONMARTINVIRAGE', 'ASTONMARTINVIRAGE|MANUFACTURER|ASTONMARTIN', 'ASTONMARTINV8|ASSEMBLY|UNITEDKINGDOM', 'UNITEDKINGDOM|CAPITAL|LONDON'}"
41911,"{'ASTONMARTINV8|SUCCESSOR|ASTONMARTINVIRAGE', 'ASTONMARTINVIRAGE|MANUFACTURER|ASTONMARTIN', 'ASTONMARTINV8|ASSEMBLY|UNITEDKINGDOM', 'UNITEDKINGDOM|CAPITAL|LONDON'}"
41912,"{'ASTONMARTINV8|SUCCESSOR|ASTONMARTINVIRAGE', 'ASTONMARTINVIRAGE|MANUFACTURER|ASTONMARTIN', 'ASTONMARTINV8|ASSEMBLY|UNITEDKINGDOM', 'UNITEDKINGDOM|CAPITAL|LONDON'}"
41913,"{'ASTONMARTINV8|SUCCESSOR|ASTONMARTINVIRAGE', 'ASTONMARTINVIRAGE|MANUFACTURER|ASTONMARTIN', 'ASTONMARTINV8|ENGINE|5.3(LITRES)', 'ASTONMARTINV8|RELATEDMEANOFTRANSPORTATION|ASTONMARTINDBS'}"
41914,"{'ASTONMARTINV8|SUCCESSOR|ASTONMARTINVIRAGE', 'ASTONMARTINVIRAGE|MANUFACTURER|ASTONMARTIN', 'ASTONMARTINV8|ENGINE|5.3(LITRES)', 'ASTONMARTINV8|RELATEDMEANOFTRANSPORTATION|ASTONMARTINDBS'}"
41915,"{'ASTONMARTINV8|SUCCESSOR|ASTONMARTINVIRAGE', 'ASTONMARTINVIRAGE|MANUFACTURER|ASTONMARTIN', 'ASTONMARTINV8|ENGINE|5.3(LITRES)', 'ASTONMARTINV8|RELATEDMEANOFTRANSPORTATION|ASTONMARTINDBS'}"
41916,"{'ATLASII|LAUNCHSITE|VANDENBERGAIRFORCEBASE', 'ATLASII|FINALFLIGHT|2002-12-05', 'ATLASII|LAUNCHSITE|CAPECANAVERALAIRFORCESTATION', 'ATLASII|DIAMETER|3.04M'}"
41917,"{'ATLASII|LAUNCHSITE|VANDENBERGAIRFORCEBASE', 'ATLASII|FINALFLIGHT|2002-12-05', 'ATLASII|LAUNCHSITE|CAPECANAVERALAIRFORCESTATION', 'ATLASII|DIAMETER|3.04M'}"
41918,"{'ATLASII|LAUNCHSITE|VANDENBERGAIRFORCEBASE', 'ATLASII|FINALFLIGHT|2002-12-05', 'ATLASII|LAUNCHSITE|CAPECANAVERALAIRFORCESTATION', 'ATLASII|DIAMETER|3.04M'}"
41919,"{'AUDIA1|CLASS|SUPERMINI', 'AUDIA1|ASSEMBLY|AUDIBRUSSELS', 'AUDIA1|ENGINE|1.2(LITRES)', 'AUDIA1|LAYOUT|FRONT-ENGINE,FRONT-WHEEL-DRIVELAYOUT'}"
41920,"{'AUDIA1|CLASS|SUPERMINI', 'AUDIA1|ASSEMBLY|AUDIBRUSSELS', 'AUDIA1|ENGINE|1.2(LITRES)', 'AUDIA1|LAYOUT|FRONT-ENGINE,FRONT-WHEEL-DRIVELAYOUT'}"
41921,"{'AUDIA1|CLASS|SUPERMINI', 'AUDIA1|ASSEMBLY|AUDIBRUSSELS', 'AUDIA1|ENGINE|1.2(LITRES)', 'AUDIA1|LAYOUT|FRONT-ENGINE,FRONT-WHEEL-DRIVELAYOUT'}"
41922,"{'CATERPILLARINC.|FOUNDATIONPLACE|CALIFORNIA', 'AIDALUNA|OWNER|AIDACRUISES', 'AIDALUNA|POWERTYPE|CATERPILLARINC.', 'CATERPILLARINC.|LOCATION|ILLINOIS'}"
41923,"{'CATERPILLARINC.|FOUNDATIONPLACE|CALIFORNIA', 'AIDALUNA|OWNER|AIDACRUISES', 'AIDALUNA|POWERTYPE|CATERPILLARINC.', 'CATERPILLARINC.|LOCATION|ILLINOIS'}"
41924,"{'CATERPILLARINC.|FOUNDATIONPLACE|CALIFORNIA', 'AIDALUNA|OWNER|AIDACRUISES', 'AIDALUNA|POWERTYPE|CATERPILLARINC.', 'CATERPILLARINC.|LOCATION|ILLINOIS'}"
41925,"{'AIDASTELLA|BUILDER|MEYERWERFT', 'AIDASTELLA|OWNER|COSTACROCIERE', 'COSTACROCIERE|LOCATION|GENOA', 'AIDASTELLA|OPERATOR|AIDACRUISES'}"
41926,"{'AIDASTELLA|BUILDER|MEYERWERFT', 'AIDASTELLA|OWNER|COSTACROCIERE', 'COSTACROCIERE|LOCATION|GENOA', 'AIDASTELLA|OPERATOR|AIDACRUISES'}"
41927,"{'AIDASTELLA|BUILDER|MEYERWERFT', 'AIDASTELLA|OWNER|COSTACROCIERE', 'COSTACROCIERE|LOCATION|GENOA', 'AIDASTELLA|OPERATOR|AIDACRUISES'}"
41928,"{'ANTARES(ROCKET)|COMPARABLE|DELTAII', 'DELTAII|COUNTRYORIGIN|UNITEDSTATES', 'DELTAII|LAUNCHSITE|CAPECANAVERALAIRFORCESTATION', 'ANTARES(ROCKET)|LAUNCHSITE|MID-ATLANTICREGIONALSPACEPORTLAUNCHPAD0'}"
41929,"{'ANTARES(ROCKET)|COMPARABLE|DELTAII', 'DELTAII|COUNTRYORIGIN|UNITEDSTATES', 'DELTAII|LAUNCHSITE|CAPECANAVERALAIRFORCESTATION', 'ANTARES(ROCKET)|LAUNCHSITE|MID-ATLANTICREGIONALSPACEPORTLAUNCHPAD0'}"
41930,"{'ANTARES(ROCKET)|COMPARABLE|DELTAII', 'DELTAII|COUNTRYORIGIN|UNITEDSTATES', 'DELTAII|LAUNCHSITE|CAPECANAVERALAIRFORCESTATION', 'ANTARES(ROCKET)|LAUNCHSITE|MID-ATLANTICREGIONALSPACEPORTLAUNCHPAD0'}"
41931,"{'ALFAROMEO164|RELATEDMEANOFTRANSPORTATION|FIATCROMA', 'FIATCROMA|RELATEDMEANOFTRANSPORTATION|OPELVECTRA', 'ALFAROMEO164|BODYSTYLE|SEDAN(AUTOMOBILE)', 'ALFAROMEO164|ASSEMBLY|ITALY'}"
41932,"{'ALFAROMEO164|RELATEDMEANOFTRANSPORTATION|FIATCROMA', 'FIATCROMA|RELATEDMEANOFTRANSPORTATION|OPELVECTRA', 'ALFAROMEO164|BODYSTYLE|SEDAN(AUTOMOBILE)', 'ALFAROMEO164|ASSEMBLY|ITALY'}"
41933,"{'ALFAROMEO164|RELATEDMEANOFTRANSPORTATION|FIATCROMA', 'FIATCROMA|RELATEDMEANOFTRANSPORTATION|OPELVECTRA', 'ALFAROMEO164|BODYSTYLE|SEDAN(AUTOMOBILE)', 'ALFAROMEO164|ASSEMBLY|ITALY'}"
41934,"{'ALFAROMEO164|RELATEDMEANOFTRANSPORTATION|FIATCROMA', 'FIATCROMA|RELATEDMEANOFTRANSPORTATION|OPELVECTRA', 'ALFAROMEO164|ASSEMBLY|MILAN', 'ALFAROMEO164|BODYSTYLE|SEDAN(AUTOMOBILE)'}"
41935,"{'ALFAROMEO164|RELATEDMEANOFTRANSPORTATION|FIATCROMA', 'FIATCROMA|RELATEDMEANOFTRANSPORTATION|OPELVECTRA', 'ALFAROMEO164|ASSEMBLY|MILAN', 'ALFAROMEO164|BODYSTYLE|SEDAN(AUTOMOBILE)'}"
41936,"{'ALFAROMEO164|RELATEDMEANOFTRANSPORTATION|FIATCROMA', 'FIATCROMA|RELATEDMEANOFTRANSPORTATION|OPELVECTRA', 'ALFAROMEO164|ASSEMBLY|MILAN', 'ALFAROMEO164|BODYSTYLE|SEDAN(AUTOMOBILE)'}"
41937,"{'A-ROSALUNA|BUILDER|NEPTUNWERFT', 'GERMANY|LEADERNAME|STANISLAWTILLICH', 'NEPTUNWERFT|LOCATIONCITY|ROSTOCK', 'ROSTOCK|COUNTRY|GERMANY'}"
41938,"{'A-ROSALUNA|BUILDER|NEPTUNWERFT', 'GERMANY|LEADERNAME|STANISLAWTILLICH', 'NEPTUNWERFT|LOCATIONCITY|ROSTOCK', 'ROSTOCK|COUNTRY|GERMANY'}"
41939,"{'A-ROSALUNA|BUILDER|NEPTUNWERFT', 'GERMANY|LEADERNAME|STANISLAWTILLICH', 'NEPTUNWERFT|LOCATIONCITY|ROSTOCK', 'ROSTOCK|COUNTRY|GERMANY'}"
41940,"{'ATLASII|COUNTRYORIGIN|UNITEDSTATES', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.', 'UNITEDSTATES|ETHNICGROUP|AFRICANAMERICANS', 'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE'}"
41941,"{'ATLASII|COUNTRYORIGIN|UNITEDSTATES', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.', 'UNITEDSTATES|ETHNICGROUP|AFRICANAMERICANS', 'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE'}"
41942,"{'ATLASII|COUNTRYORIGIN|UNITEDSTATES', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.', 'UNITEDSTATES|ETHNICGROUP|AFRICANAMERICANS', 'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE'}"
41943,"{'ATLASII|COUNTRYORIGIN|UNITEDSTATES', 'UNITEDSTATES|DEMONYM|AMERICANS', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.', 'UNITEDSTATES|ETHNICGROUP|AFRICANAMERICANS'}"
41944,"{'ATLASII|COUNTRYORIGIN|UNITEDSTATES', 'UNITEDSTATES|DEMONYM|AMERICANS', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.', 'UNITEDSTATES|ETHNICGROUP|AFRICANAMERICANS'}"
41945,"{'ATLASII|COUNTRYORIGIN|UNITEDSTATES', 'UNITEDSTATES|DEMONYM|AMERICANS', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.', 'UNITEDSTATES|ETHNICGROUP|AFRICANAMERICANS'}"
41946,"{'11THMISSISSIPPIINFANTRYMONUMENT|ESTABLISHED|2000', '11THMISSISSIPPIINFANTRYMONUMENT|CATEGORY|CONTRIBUTINGPROPERTY', '11THMISSISSIPPIINFANTRYMONUMENT|COUNTRY|UNITEDSTATES', '11THMISSISSIPPIINFANTRYMONUMENT|STATE|PENNSYLVANIA'}"
41947,"{'11THMISSISSIPPIINFANTRYMONUMENT|ESTABLISHED|2000', '11THMISSISSIPPIINFANTRYMONUMENT|CATEGORY|CONTRIBUTINGPROPERTY', '11THMISSISSIPPIINFANTRYMONUMENT|COUNTRY|UNITEDSTATES', '11THMISSISSIPPIINFANTRYMONUMENT|STATE|PENNSYLVANIA'}"
41948,"{'11THMISSISSIPPIINFANTRYMONUMENT|ESTABLISHED|2000', '11THMISSISSIPPIINFANTRYMONUMENT|CATEGORY|CONTRIBUTINGPROPERTY', '11THMISSISSIPPIINFANTRYMONUMENT|COUNTRY|UNITEDSTATES', '11THMISSISSIPPIINFANTRYMONUMENT|STATE|PENNSYLVANIA'}"
41949,"{'AZERBAIJAN|LEADERNAME|ARTURRASIZADE', 'BAKUTURKISHMARTYRSMEMORIAL|LOCATION|AZERBAIJAN', 'AZERBAIJAN|LEADERTITLE|PRIMEMINISTEROFAZERBAIJAN', 'AZERBAIJAN|CAPITAL|BAKU'}"
41950,"{'AZERBAIJAN|LEADERNAME|ARTURRASIZADE', 'BAKUTURKISHMARTYRSMEMORIAL|LOCATION|AZERBAIJAN', 'AZERBAIJAN|LEADERTITLE|PRIMEMINISTEROFAZERBAIJAN', 'AZERBAIJAN|CAPITAL|BAKU'}"
41951,"{'AZERBAIJAN|LEADERNAME|ARTURRASIZADE', 'BAKUTURKISHMARTYRSMEMORIAL|LOCATION|AZERBAIJAN', 'AZERBAIJAN|LEADERTITLE|PRIMEMINISTEROFAZERBAIJAN', 'AZERBAIJAN|CAPITAL|BAKU'}"
41952,"{'BAKUTURKISHMARTYRSMEMORIAL|DEDICATEDTO|OTTOMANARMYSOLDIERSKILLEDINTHEBATTLEOFBAKU', 'BAKUTURKISHMARTYRSMEMORIAL|NATIVENAME|TURKSEHITLERIANITI', 'BAKUTURKISHMARTYRSMEMORIAL|LOCATION|AZERBAIJAN', 'AZERBAIJAN|CAPITAL|BAKU'}"
41953,"{'BAKUTURKISHMARTYRSMEMORIAL|DEDICATEDTO|OTTOMANARMYSOLDIERSKILLEDINTHEBATTLEOFBAKU', 'BAKUTURKISHMARTYRSMEMORIAL|NATIVENAME|TURKSEHITLERIANITI', 'BAKUTURKISHMARTYRSMEMORIAL|LOCATION|AZERBAIJAN', 'AZERBAIJAN|CAPITAL|BAKU'}"
41954,"{'MONOCACYNATIONALBATTLEFIELD|LOCATION|FREDERICKCOUNTY,MARYLAND', '14THNEWJERSEYVOLUNTEERINFANTRYMONUMENT|DISTRICT|MONOCACYNATIONALBATTLEFIELD', 'MONOCACYNATIONALBATTLEFIELD|NEARESTCITY|FREDERICK,MARYLAND', '14THNEWJERSEYVOLUNTEERINFANTRYMONUMENT|ESTABLISHED|1907-07-11'}"
41955,"{'MONOCACYNATIONALBATTLEFIELD|LOCATION|FREDERICKCOUNTY,MARYLAND', '14THNEWJERSEYVOLUNTEERINFANTRYMONUMENT|DISTRICT|MONOCACYNATIONALBATTLEFIELD', 'MONOCACYNATIONALBATTLEFIELD|NEARESTCITY|FREDERICK,MARYLAND', '14THNEWJERSEYVOLUNTEERINFANTRYMONUMENT|ESTABLISHED|1907-07-11'}"
41956,"{'TURKEY|LEADERNAME|AHMETDAVUTOGLU', 'ATATURKMONUMENT(IZMIR)|MATERIAL|BRONZE', 'TURKEY|CAPITAL|ANKARA', 'ATATURKMONUMENT(IZMIR)|LOCATION|TURKEY'}"
41957,"{'TURKEY|LEADERNAME|AHMETDAVUTOGLU', 'ATATURKMONUMENT(IZMIR)|MATERIAL|BRONZE', 'TURKEY|CAPITAL|ANKARA', 'ATATURKMONUMENT(IZMIR)|LOCATION|TURKEY'}"
41958,"{'TURKEY|LEADERNAME|AHMETDAVUTOGLU', 'ATATURKMONUMENT(IZMIR)|MATERIAL|BRONZE', 'TURKEY|CAPITAL|ANKARA', 'ATATURKMONUMENT(IZMIR)|LOCATION|TURKEY'}"
41959,"{'ATATURKMONUMENT(IZMIR)|DESIGNER|PIETROCANONICA', 'TURKEY|LEADERTITLE|PRESIDENTOFTURKEY', 'ATATURKMONUMENT(IZMIR)|LOCATION|TURKEY', 'ATATURKMONUMENT(IZMIR)|INAUGURATIONDATE|1932-07-27'}"
41960,"{'ATATURKMONUMENT(IZMIR)|DESIGNER|PIETROCANONICA', 'TURKEY|LEADERTITLE|PRESIDENTOFTURKEY', 'ATATURKMONUMENT(IZMIR)|LOCATION|TURKEY', 'ATATURKMONUMENT(IZMIR)|INAUGURATIONDATE|1932-07-27'}"
41961,"{'ATATURKMONUMENT(IZMIR)|DESIGNER|PIETROCANONICA', 'TURKEY|LEADERTITLE|PRESIDENTOFTURKEY', 'ATATURKMONUMENT(IZMIR)|LOCATION|TURKEY', 'ATATURKMONUMENT(IZMIR)|INAUGURATIONDATE|1932-07-27'}"
41962,"{'ABKLINK|OFFICE(WORKEDAT,WORKEDAS)|MINISTRYOFHEALTH,WELFAREANDSPORT(NETHERLANDS)', 'ERASMUSUNIVERSITYROTTERDAM|AFFILIATION|ASSOCIATIONOFMBAS', 'ABKLINK|BIRTHPLACE|NETHERLANDS', 'ABKLINK|ALMAMATER|ERASMUSUNIVERSITYROTTERDAM'}"
41963,"{'ABKLINK|OFFICE(WORKEDAT,WORKEDAS)|MINISTRYOFHEALTH,WELFAREANDSPORT(NETHERLANDS)', 'ERASMUSUNIVERSITYROTTERDAM|AFFILIATION|ASSOCIATIONOFMBAS', 'ABKLINK|BIRTHPLACE|NETHERLANDS', 'ABKLINK|ALMAMATER|ERASMUSUNIVERSITYROTTERDAM'}"
41964,"{'ABKLINK|OFFICE(WORKEDAT,WORKEDAS)|MINISTRYOFHEALTH,WELFAREANDSPORT(NETHERLANDS)', 'ERASMUSUNIVERSITYROTTERDAM|AFFILIATION|ASSOCIATIONOFMBAS', 'ABKLINK|BIRTHPLACE|NETHERLANDS', 'ABKLINK|ALMAMATER|ERASMUSUNIVERSITYROTTERDAM'}"
41965,"{'ABDULTAIBMAHMUD|BIRTHPLACE|KINGDOMOFSARAWAK', 'ABDULTAIBMAHMUD|PARTY|PARTIPESAKABUMIPUTERABERSATU', 'ABDULTAIBMAHMUD|RESIDENCE|SARAWAK', 'ABDULTAIBMAHMUD|REGION|ASAJAYA'}"
41966,"{'ABDULTAIBMAHMUD|BIRTHPLACE|KINGDOMOFSARAWAK', 'ABDULTAIBMAHMUD|PARTY|PARTIPESAKABUMIPUTERABERSATU', 'ABDULTAIBMAHMUD|RESIDENCE|SARAWAK', 'ABDULTAIBMAHMUD|REGION|ASAJAYA'}"
41967,"{'ABDULTAIBMAHMUD|BIRTHPLACE|KINGDOMOFSARAWAK', 'ABDULTAIBMAHMUD|PARTY|PARTIPESAKABUMIPUTERABERSATU', 'ABDULTAIBMAHMUD|RESIDENCE|SARAWAK', 'ABDULTAIBMAHMUD|REGION|ASAJAYA'}"
41968,"{'ABDULTAIBMAHMUD|PARTY|PARTIPESAKABUMIPUTERABERSATU', 'ADENANSATEM|BIRTHPLACE|JAPANESEOCCUPATIONOFBRITISHBORNEO', 'ABDULTAIBMAHMUD|RESIDENCE|SARAWAK', 'ABDULTAIBMAHMUD|SUCCESSOR|ADENANSATEM'}"
41969,"{'ABDULTAIBMAHMUD|PARTY|PARTIPESAKABUMIPUTERABERSATU', 'ADENANSATEM|BIRTHPLACE|JAPANESEOCCUPATIONOFBRITISHBORNEO', 'ABDULTAIBMAHMUD|RESIDENCE|SARAWAK', 'ABDULTAIBMAHMUD|SUCCESSOR|ADENANSATEM'}"
41970,"{'ABDULTAIBMAHMUD|PARTY|PARTIPESAKABUMIPUTERABERSATU', 'ADENANSATEM|BIRTHPLACE|JAPANESEOCCUPATIONOFBRITISHBORNEO', 'ABDULTAIBMAHMUD|RESIDENCE|SARAWAK', 'ABDULTAIBMAHMUD|SUCCESSOR|ADENANSATEM'}"
41971,"{'ABDULSALAMIABUBAKAR|INOFFICEWHILEVICEPRESIDENT|MIKEAKHIGBE', 'MIKEAKHIGBE|PREDECESSOR|OLADIPODIYA', 'ABDULSALAMIABUBAKAR|MILITARYBRANCH|NIGERIANARMY', 'MIKEAKHIGBE|SUCCESSOR|ATIKUABUBAKAR'}"
41972,"{'ABDULSALAMIABUBAKAR|INOFFICEWHILEVICEPRESIDENT|MIKEAKHIGBE', 'MIKEAKHIGBE|PREDECESSOR|OLADIPODIYA', 'ABDULSALAMIABUBAKAR|MILITARYBRANCH|NIGERIANARMY', 'MIKEAKHIGBE|SUCCESSOR|ATIKUABUBAKAR'}"
41973,"{'ABDULSALAMIABUBAKAR|INOFFICEWHILEVICEPRESIDENT|MIKEAKHIGBE', 'MIKEAKHIGBE|PREDECESSOR|OLADIPODIYA', 'ABDULSALAMIABUBAKAR|MILITARYBRANCH|NIGERIANARMY', 'MIKEAKHIGBE|SUCCESSOR|ATIKUABUBAKAR'}"
41974,"{'ABDULSALAMIABUBAKAR|INOFFICEWHILEVICEPRESIDENT|MIKEAKHIGBE', 'ABDULSALAMIABUBAKAR|MILITARYBRANCH|NIGERIANAIRFORCE', 'MIKEAKHIGBE|PREDECESSOR|OLADIPODIYA', 'ABDULSALAMIABUBAKAR|SUCCESSOR|AL-AMINDAGGASH'}"
41975,"{'ABDULSALAMIABUBAKAR|INOFFICEWHILEVICEPRESIDENT|MIKEAKHIGBE', 'ABDULSALAMIABUBAKAR|MILITARYBRANCH|NIGERIANAIRFORCE', 'MIKEAKHIGBE|PREDECESSOR|OLADIPODIYA', 'ABDULSALAMIABUBAKAR|SUCCESSOR|AL-AMINDAGGASH'}"
41976,"{'ABDULSALAMIABUBAKAR|INOFFICEWHILEVICEPRESIDENT|MIKEAKHIGBE', 'ABDULSALAMIABUBAKAR|MILITARYBRANCH|NIGERIANAIRFORCE', 'MIKEAKHIGBE|PREDECESSOR|OLADIPODIYA', 'ABDULSALAMIABUBAKAR|SUCCESSOR|AL-AMINDAGGASH'}"
41977,"{'ABELCABALLERO|INOFFICEWHILEMONARCH|JUANCARLOSIOFSPAIN', 'JUANCARLOSIOFSPAIN|PREDECESSOR|FRANCISCOFRANCO', 'ABELCABALLERO|BIRTHPLACE|GALICIA(SPAIN)', 'ABELCABALLERO|INOFFICEWHILEPRIMEMINISTER|FELIPEGONZALEZ'}"
41978,"{'ABELCABALLERO|INOFFICEWHILEMONARCH|JUANCARLOSIOFSPAIN', 'JUANCARLOSIOFSPAIN|PREDECESSOR|FRANCISCOFRANCO', 'ABELCABALLERO|BIRTHPLACE|GALICIA(SPAIN)', 'ABELCABALLERO|INOFFICEWHILEPRIMEMINISTER|FELIPEGONZALEZ'}"
41979,"{'ABELCABALLERO|BIRTHPLACE|GALICIA(SPAIN)', 'ABELCABALLERO|OFFICE(WORKEDAT,WORKEDAS)|MINISTEROFTRANSPORT', 'ABELCABALLERO|BIRTHPLACE|SPAIN', 'ABELCABALLERO|PARTY|SPANISHSOCIALISTWORKERSPARTY'}"
41980,"{'ABELCABALLERO|BIRTHPLACE|GALICIA(SPAIN)', 'ABELCABALLERO|OFFICE(WORKEDAT,WORKEDAS)|MINISTEROFTRANSPORT', 'ABELCABALLERO|BIRTHPLACE|SPAIN', 'ABELCABALLERO|PARTY|SPANISHSOCIALISTWORKERSPARTY'}"
41981,"{'ABELCABALLERO|BIRTHPLACE|GALICIA(SPAIN)', 'ABELCABALLERO|OFFICE(WORKEDAT,WORKEDAS)|MINISTEROFTRANSPORT', 'ABELCABALLERO|BIRTHPLACE|SPAIN', 'ABELCABALLERO|PARTY|SPANISHSOCIALISTWORKERSPARTY'}"
41982,"{'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES', 'ABRAHAMA.RIBICOFF|NATIONALITY|UNITEDSTATES', 'ABRAHAMA.RIBICOFF|SPOUSE|CASEYRIBICOFF', 'ABRAHAMA.RIBICOFF|BIRTHPLACE|NEWBRITAIN,CONNECTICUT'}"
41983,"{'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES', 'ABRAHAMA.RIBICOFF|NATIONALITY|UNITEDSTATES', 'ABRAHAMA.RIBICOFF|SPOUSE|CASEYRIBICOFF', 'ABRAHAMA.RIBICOFF|BIRTHPLACE|NEWBRITAIN,CONNECTICUT'}"
41984,"{'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES', 'ABRAHAMA.RIBICOFF|NATIONALITY|UNITEDSTATES', 'ABRAHAMA.RIBICOFF|SPOUSE|CASEYRIBICOFF', 'ABRAHAMA.RIBICOFF|BIRTHPLACE|NEWBRITAIN,CONNECTICUT'}"
41985,"{'ADAMHOLLOWAY|ALMAMATER|MAGDALENECOLLEGE,CAMBRIDGE', 'ADAMHOLLOWAY|BATTLES|GULFWAR', 'ADAMHOLLOWAY|BIRTHPLACE|KENT', 'ADAMHOLLOWAY|ACTIVEYEARSSTARTDATE|2005-05-05'}"
41986,"{'ADAMHOLLOWAY|ALMAMATER|MAGDALENECOLLEGE,CAMBRIDGE', 'ADAMHOLLOWAY|BATTLES|GULFWAR', 'ADAMHOLLOWAY|BIRTHPLACE|KENT', 'ADAMHOLLOWAY|ACTIVEYEARSSTARTDATE|2005-05-05'}"
41987,"{'ADAMHOLLOWAY|ALMAMATER|MAGDALENECOLLEGE,CAMBRIDGE', 'ADAMHOLLOWAY|BATTLES|GULFWAR', 'ADAMHOLLOWAY|BIRTHPLACE|KENT', 'ADAMHOLLOWAY|ACTIVEYEARSSTARTDATE|2005-05-05'}"
41988,"{'ADAMKOC|BATTLES|POLISH-SOVIETWAR', 'ADAMKOC|DEATHPLACE|NEWYORKCITY', 'POLISH-SOVIETWAR|ISPARTOFMILITARYCONFLICT|RUSSIANCIVILWAR', 'POLISH-SOVIETWAR|COMMANDER|JOSEPHSTALIN'}"
41989,"{'ADONISGEORGIADIS|BIRTHPLACE|GREECE', 'ADONISGEORGIADIS|BIRTHPLACE|ATHENS', 'ADONISGEORGIADIS|OFFICE(WORKEDAT,WORKEDAS)|VICE-PRESIDENTOFNEWDEMOCRACY', 'ADONISGEORGIADIS|SUCCESSOR|MAKISVORIDIS'}"
41990,"{'ADONISGEORGIADIS|BIRTHPLACE|GREECE', 'ADONISGEORGIADIS|BIRTHPLACE|ATHENS', 'ADONISGEORGIADIS|OFFICE(WORKEDAT,WORKEDAS)|VICE-PRESIDENTOFNEWDEMOCRACY', 'ADONISGEORGIADIS|SUCCESSOR|MAKISVORIDIS'}"
41991,"{'ADONISGEORGIADIS|BIRTHPLACE|GREECE', 'ADONISGEORGIADIS|BIRTHPLACE|ATHENS', 'ADONISGEORGIADIS|OFFICE(WORKEDAT,WORKEDAS)|MEMBEROFTHEHELLENICPARLIAMENT', 'ADONISGEORGIADIS|SUCCESSOR|MAKISVORIDIS'}"
41992,"{'ADONISGEORGIADIS|BIRTHPLACE|GREECE', 'ADONISGEORGIADIS|BIRTHPLACE|ATHENS', 'ADONISGEORGIADIS|OFFICE(WORKEDAT,WORKEDAS)|MEMBEROFTHEHELLENICPARLIAMENT', 'ADONISGEORGIADIS|SUCCESSOR|MAKISVORIDIS'}"
