,sd
41290,"{'ADDICTION(JOURNAL)|ISSNNUMBER|1360-0443', 'ADDICTION(JOURNAL)|ACADEMICDISCIPLINE|ADDICTION', 'ADDICTION(JOURNAL)|ABBREVIATION|ADDICTION'}"
41291,"{'ADDICTION(JOURNAL)|ISSNNUMBER|1360-0443', 'ADDICTION(JOURNAL)|ACADEMICDISCIPLINE|ADDICTION', 'ADDICTION(JOURNAL)|ABBREVIATION|ADDICTION'}"
41292,"{'WILEY-BLACKWELL|PARENTCOMPANY|JOHNWILEY&SONS', 'ADDICTION(JOURNAL)|ISSNNUMBER|0965-2140', 'ADDICTION(JOURNAL)|PUBLISHER|WILEY-BLACKWELL'}"
41293,"{'WILEY-BLACKWELL|PARENTCOMPANY|JOHNWILEY&SONS', 'ADDICTION(JOURNAL)|ISSNNUMBER|0965-2140', 'ADDICTION(JOURNAL)|PUBLISHER|WILEY-BLACKWELL'}"
41294,"{'WILEY-BLACKWELL|PARENTCOMPANY|JOHNWILEY&SONS', 'ADDICTION(JOURNAL)|ISSNNUMBER|0965-2140', 'ADDICTION(JOURNAL)|PUBLISHER|WILEY-BLACKWELL'}"
41295,"{'CORNELLUNIVERSITY|STATE|NEWYORK', 'CORNELLUNIVERSITY|AFFILIATION|ASSOCIATIONOFAMERICANUNIVERSITIES', 'ADMINISTRATIVESCIENCEQUARTERLY|PUBLISHER|CORNELLUNIVERSITY'}"
41296,"{'CORNELLUNIVERSITY|STATE|NEWYORK', 'CORNELLUNIVERSITY|AFFILIATION|ASSOCIATIONOFAMERICANUNIVERSITIES', 'ADMINISTRATIVESCIENCEQUARTERLY|PUBLISHER|CORNELLUNIVERSITY'}"
41297,"{'CORNELLUNIVERSITY|STATE|NEWYORK', 'CORNELLUNIVERSITY|AFFILIATION|ASSOCIATIONOFAMERICANUNIVERSITIES', 'ADMINISTRATIVESCIENCEQUARTERLY|PUBLISHER|CORNELLUNIVERSITY'}"
41298,"{'AENIR|LANGUAGE|ENGLISHLANGUAGE', 'AENIR|FOLLOWEDBY|ABOVETHEVEIL', 'AENIR|AUTHOR|GARTHNIX'}"
41299,"{'AENIR|LANGUAGE|ENGLISHLANGUAGE', 'AENIR|FOLLOWEDBY|ABOVETHEVEIL', 'AENIR|AUTHOR|GARTHNIX'}"
41300,"{'AENIR|LANGUAGE|ENGLISHLANGUAGE', 'AENIR|FOLLOWEDBY|ABOVETHEVEIL', 'AENIR|AUTHOR|GARTHNIX'}"
41301,"{'ENGLISHLANGUAGE|SPOKENIN|GREATBRITAIN', 'ALCATRAZVERSUSTHEEVILLIBRARIANS|LANGUAGE|ENGLISHLANGUAGE', 'ALCATRAZVERSUSTHEEVILLIBRARIANS|COUNTRY|UNITEDSTATES'}"
41302,"{'ENGLISHLANGUAGE|SPOKENIN|GREATBRITAIN', 'ALCATRAZVERSUSTHEEVILLIBRARIANS|LANGUAGE|ENGLISHLANGUAGE', 'ALCATRAZVERSUSTHEEVILLIBRARIANS|COUNTRY|UNITEDSTATES'}"
41303,"{'ENGLISHLANGUAGE|SPOKENIN|GREATBRITAIN', 'ALCATRAZVERSUSTHEEVILLIBRARIANS|LANGUAGE|ENGLISHLANGUAGE', 'ALCATRAZVERSUSTHEEVILLIBRARIANS|COUNTRY|UNITEDSTATES'}"
41304,"{'ALCATRAZVERSUSTHEEVILLIBRARIANS|MEDIATYPE|HARDCOVER', 'ALCATRAZVERSUSTHEEVILLIBRARIANS|NUMBEROFPAGES|320', 'ALCATRAZVERSUSTHEEVILLIBRARIANS|OCLCNUMBER|78771100'}"
41305,"{'ALCATRAZVERSUSTHEEVILLIBRARIANS|MEDIATYPE|HARDCOVER', 'ALCATRAZVERSUSTHEEVILLIBRARIANS|NUMBEROFPAGES|320', 'ALCATRAZVERSUSTHEEVILLIBRARIANS|OCLCNUMBER|78771100'}"
41306,"{'ALCATRAZVERSUSTHEEVILLIBRARIANS|MEDIATYPE|HARDCOVER', 'ALCATRAZVERSUSTHEEVILLIBRARIANS|NUMBEROFPAGES|320', 'ALCATRAZVERSUSTHEEVILLIBRARIANS|OCLCNUMBER|78771100'}"
41307,"{'ENGLISHLANGUAGE|SPOKENIN|GREATBRITAIN', 'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE', 'ALCATRAZVERSUSTHEEVILLIBRARIANS|COUNTRY|UNITEDSTATES'}"
41308,"{'ENGLISHLANGUAGE|SPOKENIN|GREATBRITAIN', 'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE', 'ALCATRAZVERSUSTHEEVILLIBRARIANS|COUNTRY|UNITEDSTATES'}"
41309,"{'ENGLISHLANGUAGE|SPOKENIN|GREATBRITAIN', 'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE', 'ALCATRAZVERSUSTHEEVILLIBRARIANS|COUNTRY|UNITEDSTATES'}"
41310,"{'AGLASTONBURYROMANCE|AUTHOR|JOHNCOWPERPOWYS', 'JOHNCOWPERPOWYS|BIRTHPLACE|SHIRLEY,DERBYSHIRE', 'JOHNCOWPERPOWYS|DEATHPLACE|BLAENAUFFESTINIOG'}"
41311,"{'AGLASTONBURYROMANCE|AUTHOR|JOHNCOWPERPOWYS', 'JOHNCOWPERPOWYS|BIRTHPLACE|SHIRLEY,DERBYSHIRE', 'JOHNCOWPERPOWYS|DEATHPLACE|BLAENAUFFESTINIOG'}"
41312,"{'AGLASTONBURYROMANCE|AUTHOR|JOHNCOWPERPOWYS', 'JOHNCOWPERPOWYS|BIRTHPLACE|SHIRLEY,DERBYSHIRE', 'JOHNCOWPERPOWYS|DEATHPLACE|BLAENAUFFESTINIOG'}"
41313,"{'SAGEPUBLICATIONS|FOUNDER|SARAMILLERMCCUNE', 'ADMINISTRATIVESCIENCEQUARTERLY|PUBLISHER|SAGEPUBLICATIONS', 'ADMINISTRATIVESCIENCEQUARTERLY|ISSNNUMBER|0001-8392'}"
41314,"{'SAGEPUBLICATIONS|FOUNDER|SARAMILLERMCCUNE', 'ADMINISTRATIVESCIENCEQUARTERLY|PUBLISHER|SAGEPUBLICATIONS', 'ADMINISTRATIVESCIENCEQUARTERLY|ISSNNUMBER|0001-8392'}"
41315,"{'SAGEPUBLICATIONS|FOUNDER|SARAMILLERMCCUNE', 'ADMINISTRATIVESCIENCEQUARTERLY|PUBLISHER|SAGEPUBLICATIONS', 'ADMINISTRATIVESCIENCEQUARTERLY|ISSNNUMBER|0001-8392'}"
41316,"{'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES', 'ASEVEREDWASP|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.'}"
41317,"{'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES', 'ASEVEREDWASP|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.'}"
41318,"{'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES', 'ASEVEREDWASP|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.'}"
41319,"{'AWIZARDOFMARS|LANGUAGE|ENGLISHLANGUAGE', 'UNITEDSTATES|ETHNICGROUP|AFRICANAMERICANS', 'AWIZARDOFMARS|COUNTRY|UNITEDSTATES'}"
41320,"{'AWIZARDOFMARS|LANGUAGE|ENGLISHLANGUAGE', 'UNITEDSTATES|ETHNICGROUP|AFRICANAMERICANS', 'AWIZARDOFMARS|COUNTRY|UNITEDSTATES'}"
41321,"{'AWIZARDOFMARS|LANGUAGE|ENGLISHLANGUAGE', 'UNITEDSTATES|ETHNICGROUP|AFRICANAMERICANS', 'AWIZARDOFMARS|COUNTRY|UNITEDSTATES'}"
41322,"{'AWIZARDOFMARS|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|ETHNICGROUP|ASIANAMERICANS', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.'}"
41323,"{'AWIZARDOFMARS|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|ETHNICGROUP|ASIANAMERICANS', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.'}"
41324,"{'AWIZARDOFMARS|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|ETHNICGROUP|ASIANAMERICANS', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.'}"
41325,"{'AWIZARDOFMARS|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|LEADERNAME|BARACKOBAMA', 'UNITEDSTATES|ETHNICGROUP|ASIANAMERICANS'}"
41326,"{'AWIZARDOFMARS|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|LEADERNAME|BARACKOBAMA', 'UNITEDSTATES|ETHNICGROUP|ASIANAMERICANS'}"
41327,"{'AWIZARDOFMARS|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|LEADERNAME|BARACKOBAMA', 'UNITEDSTATES|ETHNICGROUP|ASIANAMERICANS'}"
41328,"{'UNITEDSTATES|ETHNICGROUP|AFRICANAMERICANS', 'UNITEDSTATES|LEADERTITLE|PRESIDENTOFTHEUNITEDSTATES', '1634:THERAMREBELLION|COUNTRY|UNITEDSTATES'}"
41329,"{'UNITEDSTATES|ETHNICGROUP|AFRICANAMERICANS', 'UNITEDSTATES|LEADERTITLE|PRESIDENTOFTHEUNITEDSTATES', '1634:THERAMREBELLION|COUNTRY|UNITEDSTATES'}"
41330,"{'UNITEDSTATES|ETHNICGROUP|AFRICANAMERICANS', 'UNITEDSTATES|LEADERTITLE|PRESIDENTOFTHEUNITEDSTATES', '1634:THERAMREBELLION|COUNTRY|UNITEDSTATES'}"
41331,"{'AFORTRESSOFGREYICE|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES', 'UNITEDSTATES|LEADERTITLE|PRESIDENTOFTHEUNITEDSTATES'}"
41332,"{'AFORTRESSOFGREYICE|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES', 'UNITEDSTATES|LEADERTITLE|PRESIDENTOFTHEUNITEDSTATES'}"
41333,"{'AARHUSAIRPORT|RUNWAYLENGTH|2776.0', 'AARHUSAIRPORT|OPERATINGORGANISATION|AARHUSLUFTHAVNA/S', 'AARHUSAIRPORT|ELEVATIONABOVETHESEALEVEL(INMETRES)|25.0', 'AARHUSAIRPORT|RUNWAYNAME|10L/28R'}"
41334,"{'AARHUSAIRPORT|RUNWAYLENGTH|2776.0', 'AARHUSAIRPORT|OPERATINGORGANISATION|AARHUSLUFTHAVNA/S', 'AARHUSAIRPORT|ELEVATIONABOVETHESEALEVEL(INMETRES)|25.0', 'AARHUSAIRPORT|RUNWAYNAME|10L/28R'}"
41335,"{'ADIRONDACKREGIONALAIRPORT|ELEVATIONABOVETHESEALEVEL(INMETRES)|507', 'ADIRONDACKREGIONALAIRPORT|CITYSERVED|LAKEPLACID,NEWYORK', 'ADIRONDACKREGIONALAIRPORT|CITYSERVED|SARANACLAKE,NEWYORK', 'ADIRONDACKREGIONALAIRPORT|RUNWAYLENGTH|2003.0'}"
41336,"{'ADIRONDACKREGIONALAIRPORT|ELEVATIONABOVETHESEALEVEL(INMETRES)|507', 'ADIRONDACKREGIONALAIRPORT|CITYSERVED|LAKEPLACID,NEWYORK', 'ADIRONDACKREGIONALAIRPORT|CITYSERVED|SARANACLAKE,NEWYORK', 'ADIRONDACKREGIONALAIRPORT|RUNWAYLENGTH|2003.0'}"
41337,"{'ADIRONDACKREGIONALAIRPORT|ELEVATIONABOVETHESEALEVEL(INMETRES)|507', 'ADIRONDACKREGIONALAIRPORT|CITYSERVED|LAKEPLACID,NEWYORK', 'ADIRONDACKREGIONALAIRPORT|CITYSERVED|SARANACLAKE,NEWYORK', 'ADIRONDACKREGIONALAIRPORT|RUNWAYLENGTH|2003.0'}"
41338,"{'ADOLFOSUAREZMADRID-BARAJASAIRPORT|OPERATINGORGANISATION|ENAIRE', 'ADOLFOSUAREZMADRID-BARAJASAIRPORT|RUNWAYLENGTH|3500.0', 'ADOLFOSUAREZMADRID-BARAJASAIRPORT|LOCATION|MADRID,PARACUELLOSDEJARAMA,SANSEBASTIANDELOSREYESANDALCOBENDAS', 'ADOLFOSUAREZMADRID-BARAJASAIRPORT|RUNWAYNAME|18L/36R'}"
41339,"{'ADOLFOSUAREZMADRID-BARAJASAIRPORT|OPERATINGORGANISATION|ENAIRE', 'ADOLFOSUAREZMADRID-BARAJASAIRPORT|RUNWAYLENGTH|3500.0', 'ADOLFOSUAREZMADRID-BARAJASAIRPORT|LOCATION|MADRID,PARACUELLOSDEJARAMA,SANSEBASTIANDELOSREYESANDALCOBENDAS', 'ADOLFOSUAREZMADRID-BARAJASAIRPORT|RUNWAYNAME|18L/36R'}"
41340,"{'ADOLFOSUAREZMADRID-BARAJASAIRPORT|OPERATINGORGANISATION|ENAIRE', 'ADOLFOSUAREZMADRID-BARAJASAIRPORT|RUNWAYLENGTH|3500.0', 'ADOLFOSUAREZMADRID-BARAJASAIRPORT|LOCATION|MADRID,PARACUELLOSDEJARAMA,SANSEBASTIANDELOSREYESANDALCOBENDAS', 'ADOLFOSUAREZMADRID-BARAJASAIRPORT|RUNWAYNAME|18L/36R'}"
41341,"{'AGRAAIRPORT|ICAOLOCATIONIDENTIFIER|VIAG', 'AGRAAIRPORT|OPERATINGORGANISATION|INDIANAIRFORCE', 'AGRAAIRPORT|LOCATION|INDIA', 'AGRAAIRPORT|IATALOCATIONIDENTIFIER|AGR'}"
41342,"{'AGRAAIRPORT|ICAOLOCATIONIDENTIFIER|VIAG', 'AGRAAIRPORT|OPERATINGORGANISATION|INDIANAIRFORCE', 'AGRAAIRPORT|LOCATION|INDIA', 'AGRAAIRPORT|IATALOCATIONIDENTIFIER|AGR'}"
41343,"{'AGRAAIRPORT|ICAOLOCATIONIDENTIFIER|VIAG', 'AGRAAIRPORT|OPERATINGORGANISATION|INDIANAIRFORCE', 'AGRAAIRPORT|LOCATION|INDIA', 'AGRAAIRPORT|IATALOCATIONIDENTIFIER|AGR'}"
41344,"{'AGRAAIRPORT|OPERATINGORGANISATION|AIRPORTSAUTHORITYOFINDIA', 'AGRAAIRPORT|LOCATION|AGRA', 'AGRAAIRPORT|ICAOLOCATIONIDENTIFIER|VIAG', 'AGRAAIRPORT|IATALOCATIONIDENTIFIER|AGR'}"
41345,"{'AGRAAIRPORT|OPERATINGORGANISATION|AIRPORTSAUTHORITYOFINDIA', 'AGRAAIRPORT|LOCATION|AGRA', 'AGRAAIRPORT|ICAOLOCATIONIDENTIFIER|VIAG', 'AGRAAIRPORT|IATALOCATIONIDENTIFIER|AGR'}"
41346,"{'AGRAAIRPORT|OPERATINGORGANISATION|AIRPORTSAUTHORITYOFINDIA', 'AGRAAIRPORT|LOCATION|AGRA', 'AGRAAIRPORT|ICAOLOCATIONIDENTIFIER|VIAG', 'AGRAAIRPORT|IATALOCATIONIDENTIFIER|AGR'}"
41347,"{'ALASADAIRBASE|LOCATION|IRAQ', 'ALASADAIRBASE|RUNWAYLENGTH|3990.0', 'ALASADAIRBASE|OPERATINGORGANISATION|UNITEDSTATESAIRFORCE', 'ALASADAIRBASE|RUNWAYNAME|08/26'}"
41348,"{'ALASADAIRBASE|LOCATION|IRAQ', 'ALASADAIRBASE|RUNWAYLENGTH|3990.0', 'ALASADAIRBASE|OPERATINGORGANISATION|UNITEDSTATESAIRFORCE', 'ALASADAIRBASE|RUNWAYNAME|08/26'}"
41349,"{'ALASADAIRBASE|LOCATION|IRAQ', 'ALASADAIRBASE|RUNWAYLENGTH|3990.0', 'ALASADAIRBASE|OPERATINGORGANISATION|UNITEDSTATESAIRFORCE', 'ALASADAIRBASE|RUNWAYNAME|08/26'}"
41350,"{'ALASADAIRBASE|RUNWAYLENGTH|3990.0', 'ALASADAIRBASE|RUNWAYNAME|09R/27L', 'ALASADAIRBASE|OPERATINGORGANISATION|UNITEDSTATESAIRFORCE', 'ALASADAIRBASE|LOCATION|ALANBARPROVINCE,IRAQ'}"
41351,"{'ALASADAIRBASE|RUNWAYLENGTH|3990.0', 'ALASADAIRBASE|RUNWAYNAME|09R/27L', 'ALASADAIRBASE|OPERATINGORGANISATION|UNITEDSTATESAIRFORCE', 'ALASADAIRBASE|LOCATION|ALANBARPROVINCE,IRAQ'}"
41352,"{'UNITEDSTATESAIRFORCE|BATTLES|INVASIONOFGRENADA', 'UNITEDSTATESAIRFORCE|ATTACKAIRCRAFT|LOCKHEEDAC-130', 'ALASADAIRBASE|OPERATINGORGANISATION|UNITEDSTATESAIRFORCE', 'UNITEDSTATESAIRFORCE|AIRCRAFTFIGHTER|MCDONNELLDOUGLASF-15EAGLE'}"
41353,"{'UNITEDSTATESAIRFORCE|BATTLES|INVASIONOFGRENADA', 'UNITEDSTATESAIRFORCE|ATTACKAIRCRAFT|LOCKHEEDAC-130', 'ALASADAIRBASE|OPERATINGORGANISATION|UNITEDSTATESAIRFORCE', 'UNITEDSTATESAIRFORCE|AIRCRAFTFIGHTER|MCDONNELLDOUGLASF-15EAGLE'}"
41354,"{'UNITEDSTATESAIRFORCE|BATTLES|INVASIONOFGRENADA', 'UNITEDSTATESAIRFORCE|ATTACKAIRCRAFT|LOCKHEEDAC-130', 'ALASADAIRBASE|OPERATINGORGANISATION|UNITEDSTATESAIRFORCE', 'UNITEDSTATESAIRFORCE|AIRCRAFTFIGHTER|MCDONNELLDOUGLASF-15EAGLE'}"
41355,"{'ALLAMAIQBALINTERNATIONALAIRPORT|LOCATION|PAKISTAN', 'ALLAMAIQBALINTERNATIONALAIRPORT|RUNWAYLENGTH|2900.0', 'ALLAMAIQBALINTERNATIONALAIRPORT|CITYSERVED|LAHORE', 'ALLAMAIQBALINTERNATIONALAIRPORT|OPERATINGORGANISATION|PAKISTANCIVILAVIATIONAUTHORITY'}"
41356,"{'ALLAMAIQBALINTERNATIONALAIRPORT|LOCATION|PAKISTAN', 'ALLAMAIQBALINTERNATIONALAIRPORT|RUNWAYLENGTH|2900.0', 'ALLAMAIQBALINTERNATIONALAIRPORT|CITYSERVED|LAHORE', 'ALLAMAIQBALINTERNATIONALAIRPORT|OPERATINGORGANISATION|PAKISTANCIVILAVIATIONAUTHORITY'}"
41357,"{'ALLAMAIQBALINTERNATIONALAIRPORT|LOCATION|PAKISTAN', 'ALLAMAIQBALINTERNATIONALAIRPORT|RUNWAYLENGTH|2900.0', 'ALLAMAIQBALINTERNATIONALAIRPORT|CITYSERVED|LAHORE', 'ALLAMAIQBALINTERNATIONALAIRPORT|OPERATINGORGANISATION|PAKISTANCIVILAVIATIONAUTHORITY'}"
41358,"{'AMSTERDAMAIRPORTSCHIPHOL|ELEVATIONABOVETHESEALEVEL(INMETRES)|-3.3528', 'AMSTERDAMAIRPORTSCHIPHOL|CITYSERVED|AMSTERDAM', 'AMSTERDAMAIRPORTSCHIPHOL|RUNWAYNAME|09/27BUITENVELDERTBAAN', 'AMSTERDAMAIRPORTSCHIPHOL|RUNWAYLENGTH|2014.0'}"
41359,"{'AMSTERDAMAIRPORTSCHIPHOL|ELEVATIONABOVETHESEALEVEL(INMETRES)|-3.3528', 'AMSTERDAMAIRPORTSCHIPHOL|CITYSERVED|AMSTERDAM', 'AMSTERDAMAIRPORTSCHIPHOL|RUNWAYNAME|09/27BUITENVELDERTBAAN', 'AMSTERDAMAIRPORTSCHIPHOL|RUNWAYLENGTH|2014.0'}"
41360,"{'AMSTERDAMAIRPORTSCHIPHOL|RUNWAYNAME|18L/36RAALSMEERBAAN', 'AMSTERDAMAIRPORTSCHIPHOL|CITYSERVED|AMSTERDAM', 'AMSTERDAMAIRPORTSCHIPHOL|ELEVATIONABOVETHESEALEVEL(INMETRES)|-3.3528', 'AMSTERDAMAIRPORTSCHIPHOL|RUNWAYLENGTH|2014.0'}"
41361,"{'AMSTERDAMAIRPORTSCHIPHOL|RUNWAYNAME|18L/36RAALSMEERBAAN', 'AMSTERDAMAIRPORTSCHIPHOL|CITYSERVED|AMSTERDAM', 'AMSTERDAMAIRPORTSCHIPHOL|ELEVATIONABOVETHESEALEVEL(INMETRES)|-3.3528', 'AMSTERDAMAIRPORTSCHIPHOL|RUNWAYLENGTH|2014.0'}"
41362,"{'AMSTERDAMAIRPORTSCHIPHOL|RUNWAYNAME|18L/36RAALSMEERBAAN', 'AMSTERDAMAIRPORTSCHIPHOL|CITYSERVED|AMSTERDAM', 'AMSTERDAMAIRPORTSCHIPHOL|ELEVATIONABOVETHESEALEVEL(INMETRES)|-3.3528', 'AMSTERDAMAIRPORTSCHIPHOL|RUNWAYLENGTH|2014.0'}"
41363,"{'ANDREWSCOUNTYAIRPORT|RUNWAYLENGTH|929.0', 'ANDREWSCOUNTYAIRPORT|ELEVATIONABOVETHESEALEVEL(INMETRES)|973.0', 'ANDREWSCOUNTYAIRPORT|LOCATION|TEXAS', 'ANDREWSCOUNTYAIRPORT|CITYSERVED|ANDREWS,TEXAS'}"
41364,"{'ANDREWSCOUNTYAIRPORT|RUNWAYLENGTH|929.0', 'ANDREWSCOUNTYAIRPORT|ELEVATIONABOVETHESEALEVEL(INMETRES)|973.0', 'ANDREWSCOUNTYAIRPORT|LOCATION|TEXAS', 'ANDREWSCOUNTYAIRPORT|CITYSERVED|ANDREWS,TEXAS'}"
41365,"{'TEXAS|CAPITAL|AUSTIN,TEXAS', 'TEXAS|COUNTRY|UNITEDSTATES', 'TEXAS|DEMONYM|TEJANO', 'ANDREWSCOUNTYAIRPORT|LOCATION|TEXAS'}"
41366,"{'TEXAS|CAPITAL|AUSTIN,TEXAS', 'TEXAS|COUNTRY|UNITEDSTATES', 'TEXAS|DEMONYM|TEJANO', 'ANDREWSCOUNTYAIRPORT|LOCATION|TEXAS'}"
41367,"{'ANGOLAINTERNATIONALAIRPORT|CITYSERVED|LUANDA', 'ICOLOEBENGO|ISPARTOF|LUANDAPROVINCE', 'ICOLOEBENGO|COUNTRY|ANGOLA', 'ANGOLAINTERNATIONALAIRPORT|LOCATION|ICOLOEBENGO'}"
41368,"{'ANGOLAINTERNATIONALAIRPORT|CITYSERVED|LUANDA', 'ICOLOEBENGO|ISPARTOF|LUANDAPROVINCE', 'ICOLOEBENGO|COUNTRY|ANGOLA', 'ANGOLAINTERNATIONALAIRPORT|LOCATION|ICOLOEBENGO'}"
41369,"{'ANGOLAINTERNATIONALAIRPORT|CITYSERVED|LUANDA', 'ICOLOEBENGO|ISPARTOF|LUANDAPROVINCE', 'ICOLOEBENGO|COUNTRY|ANGOLA', 'ANGOLAINTERNATIONALAIRPORT|LOCATION|ICOLOEBENGO'}"
41370,"{'ANTWERPINTERNATIONALAIRPORT|ELEVATIONABOVETHESEALEVEL(INMETRES)|12.0', 'ANTWERPINTERNATIONALAIRPORT|OWNER|FLEMISHREGION', 'ANTWERPINTERNATIONALAIRPORT|CITYSERVED|ANTWERP', 'ANTWERPINTERNATIONALAIRPORT|OPERATINGORGANISATION|FLEMISHDEPARTMENTOFMOBILITYANDPUBLICWORKS'}"
41371,"{'ANTWERPINTERNATIONALAIRPORT|ELEVATIONABOVETHESEALEVEL(INMETRES)|12.0', 'ANTWERPINTERNATIONALAIRPORT|OWNER|FLEMISHREGION', 'ANTWERPINTERNATIONALAIRPORT|CITYSERVED|ANTWERP', 'ANTWERPINTERNATIONALAIRPORT|OPERATINGORGANISATION|FLEMISHDEPARTMENTOFMOBILITYANDPUBLICWORKS'}"
41372,"{'ATHENSINTERNATIONALAIRPORT|CITYSERVED|ATHENS', 'GREECE|LEADERNAME|ALEXISTSIPRAS', 'ATHENS|COUNTRY|GREECE', 'GREECE|LEADERNAME|PROKOPISPAVLOPOULOS'}"
41373,"{'ATHENSINTERNATIONALAIRPORT|CITYSERVED|ATHENS', 'GREECE|LEADERNAME|ALEXISTSIPRAS', 'ATHENS|COUNTRY|GREECE', 'GREECE|LEADERNAME|PROKOPISPAVLOPOULOS'}"
41374,"{'ATHENSINTERNATIONALAIRPORT|CITYSERVED|ATHENS', 'GREECE|LEADERNAME|ALEXISTSIPRAS', 'ATHENS|COUNTRY|GREECE', 'GREECE|LEADERNAME|PROKOPISPAVLOPOULOS'}"
41375,"{'ATLANTICCITYINTERNATIONALAIRPORT|CITYSERVED|ATLANTICCITY,NEWJERSEY', 'ATLANTICCITY,NEWJERSEY|COUNTRY|UNITEDSTATES', 'ATLANTICCITYINTERNATIONALAIRPORT|LOCATION|EGGHARBORTOWNSHIP,NEWJERSEY', 'ATLANTICCITY,NEWJERSEY|LEADERNAME|DONGUARDIAN'}"
41376,"{'ATLANTICCITYINTERNATIONALAIRPORT|CITYSERVED|ATLANTICCITY,NEWJERSEY', 'ATLANTICCITY,NEWJERSEY|COUNTRY|UNITEDSTATES', 'ATLANTICCITYINTERNATIONALAIRPORT|LOCATION|EGGHARBORTOWNSHIP,NEWJERSEY', 'ATLANTICCITY,NEWJERSEY|LEADERNAME|DONGUARDIAN'}"
41377,"{'EGGHARBORTOWNSHIP,NEWJERSEY|COUNTRY|UNITEDSTATES', 'ATLANTICCITYINTERNATIONALAIRPORT|LOCATION|EGGHARBORTOWNSHIP,NEWJERSEY', 'ATLANTICCITYINTERNATIONALAIRPORT|OPERATINGORGANISATION|PORTAUTHORITYOFNEWYORKANDNEWJERSEY', 'PORTAUTHORITYOFNEWYORKANDNEWJERSEY|HEADQUARTER|FOURWORLDTRADECENTER'}"
41378,"{'EGGHARBORTOWNSHIP,NEWJERSEY|COUNTRY|UNITEDSTATES', 'ATLANTICCITYINTERNATIONALAIRPORT|LOCATION|EGGHARBORTOWNSHIP,NEWJERSEY', 'ATLANTICCITYINTERNATIONALAIRPORT|OPERATINGORGANISATION|PORTAUTHORITYOFNEWYORKANDNEWJERSEY', 'PORTAUTHORITYOFNEWYORKANDNEWJERSEY|HEADQUARTER|FOURWORLDTRADECENTER'}"
41379,"{'EGGHARBORTOWNSHIP,NEWJERSEY|COUNTRY|UNITEDSTATES', 'ATLANTICCITYINTERNATIONALAIRPORT|LOCATION|EGGHARBORTOWNSHIP,NEWJERSEY', 'ATLANTICCITYINTERNATIONALAIRPORT|OPERATINGORGANISATION|PORTAUTHORITYOFNEWYORKANDNEWJERSEY', 'PORTAUTHORITYOFNEWYORKANDNEWJERSEY|HEADQUARTER|FOURWORLDTRADECENTER'}"
41380,"{'ATLANTICCITYINTERNATIONALAIRPORT|RUNWAYLENGTH|1873.0', 'ATLANTICCITYINTERNATIONALAIRPORT|OPERATINGORGANISATION|PORTAUTHORITYOFNEWYORKANDNEWJERSEY', 'ATLANTICCITYINTERNATIONALAIRPORT|ELEVATIONABOVETHESEALEVEL(INMETRES)|23.0', 'ATLANTICCITYINTERNATIONALAIRPORT|RUNWAYNAME|4/22'}"
41381,"{'ATLANTICCITYINTERNATIONALAIRPORT|RUNWAYLENGTH|1873.0', 'ATLANTICCITYINTERNATIONALAIRPORT|OPERATINGORGANISATION|PORTAUTHORITYOFNEWYORKANDNEWJERSEY', 'ATLANTICCITYINTERNATIONALAIRPORT|ELEVATIONABOVETHESEALEVEL(INMETRES)|23.0', 'ATLANTICCITYINTERNATIONALAIRPORT|RUNWAYNAME|4/22'}"
41382,"{'ATLANTICCITYINTERNATIONALAIRPORT|RUNWAYLENGTH|1873.0', 'ATLANTICCITYINTERNATIONALAIRPORT|OPERATINGORGANISATION|PORTAUTHORITYOFNEWYORKANDNEWJERSEY', 'ATLANTICCITYINTERNATIONALAIRPORT|ELEVATIONABOVETHESEALEVEL(INMETRES)|23.0', 'ATLANTICCITYINTERNATIONALAIRPORT|RUNWAYNAME|4/22'}"
